"sch_code","county","pub_priv","district","school","enrollment","complete","start_year"
6068290,"SOLANO","PUBLIC","TRAVIS UNIFIED","SCANDIA ELEMENTARY",91,87,2015
6051270,"SOLANO","PUBLIC","TRAVIS UNIFIED","TRAVIS ELEMENTARY",99,95,2015
6051288,"SOLANO","PUBLIC","VACAVILLE UNIFIED","ALAMO ELEMENTARY",94,89,2015
122523,"SOLANO","PUBLIC","VACAVILLE UNIFIED","ALTERNATIVE COOPERATIVE EDUCATION CHARTER",12,12,2015
6109672,"SOLANO","PUBLIC","VACAVILLE UNIFIED","BROWNS VALLEY ELEMENTARY",100,99,2015
6110241,"SOLANO","PUBLIC","VACAVILLE UNIFIED","COOPER ELEMENTARY",115,110,2015
6051296,"SOLANO","PUBLIC","VACAVILLE UNIFIED","EDWIN MARKHAM ELEMENTARY",165,164,2015
6051320,"SOLANO","PUBLIC","VACAVILLE UNIFIED","EUGENE PADAN ELEMENTARY",113,110,2015
6051338,"SOLANO","PUBLIC","VACAVILLE UNIFIED","FAIRMONT CHARTER ELEMENTARY",122,120,2015
6051346,"SOLANO","PUBLIC","VACAVILLE UNIFIED","HEMLOCK ELEMENTARY",65,59,2015
6109094,"SOLANO","PUBLIC","VACAVILLE UNIFIED","JEAN CALLISON ELEMENTARY",114,108,2015
129494,"SOLANO","PUBLIC","VACAVILLE UNIFIED","KAIROS PUBLIC SCHOOL VACAVILLE ACADEMY",73,61,2015
6097950,"SOLANO","PUBLIC","VACAVILLE UNIFIED","ORCHARD ELEMENTARY",46,44,2015
6051379,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","ANNIE PENNYCOOK ELEMENTARY",128,112,2015
6051387,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","BEVERLY HILLS ELEMENTARY",64,62,2015
6051429,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","CAVE LANGUAGE ACADEMY",78,74,2015
6051411,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","DAN MINI ELEMENTARY",80,76,2015
6071302,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","ELSA WIDENMANN ELEMENTARY",84,80,2015
6051445,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","FEDERAL TERRACE ELEMENTARY",80,76,2015
6107684,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","GLEN COVE ELEMENTARY",88,85,2015
6099667,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","GRACE PATTERSON ELEMENTARY",104,100,2015
6051478,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","HIGHLAND ELEMENTARY",132,126,2015
6051395,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","JOHNSTON COOPER ELEMENTARY",114,98,2015
6110134,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","JOSEPH H. WARDLAW ELEMENTARY",143,142,2015
6051494,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","LINCOLN ELEMENTARY",42,42,2015
6051502,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","LOMA VISTA ENVIRONMENTAL SCIENCE ACADEMY",48,48,2015
6051437,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","MARE ISLAND HEALTH AND FITNESS ACADEMY",51,45,2015
6051544,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","STEFFAN MANOR ELEMENTARY",113,106,2015
115469,"SOLANO","PUBLIC","VALLEJO CITY UNIFIED","VALLEJO CHARTER",43,42,2015
7081938,"SOLANO","PRIVATE","","BETHANY LUTHERAN",35,29,2015
6139497,"SOLANO","PRIVATE","","FAIRFIELD CHRISTIAN SCHOOL",17,17,2015
6982037,"SOLANO","PRIVATE","","HOLY SPIRIT ELEMENTARY",29,25,2015
6140883,"SOLANO","PRIVATE","","MOSAIC CHRISTIAN SCHOOL",,,2015
6921258,"SOLANO","PRIVATE","","NORTH HILLS CHRISTIAN SCHOOL",47,44,2015
7023005,"SOLANO","PRIVATE","","NOTRE DAME SCHOOL",34,34,2015
6204887,"SOLANO","PRIVATE","","SIERRA SCHOOL OF SOLANO COUNTY",,,2015
6982045,"SOLANO","PRIVATE","","ST. BASIL'S",33,31,2015
7010598,"SOLANO","PRIVATE","","ST. CATHERINE OF SIENA SCHOOL",32,32,2015
6982052,"SOLANO","PRIVATE","","ST. DOMINIC",40,39,2015
6982060,"SOLANO","PRIVATE","","ST. VINCENT FERRER SCHOOL",28,28,2015
6138283,"SOLANO","PRIVATE","","STARTING GATE SCHOOL",,,2015
6982078,"SOLANO","PRIVATE","","VACAVILLE ADVENTIST CHRISTIAN SCHOOL",,,2015
6996425,"SOLANO","PRIVATE","","VACAVILLE CHRISTIAN SCHOOLS",57,55,2015
6051577,"SONOMA","PUBLIC","ALEXANDER VALLEY UNION ELEMENTARY","ALEXANDER VALLEY ELEMENTARY",20,18,2015
6051585,"SONOMA","PUBLIC","BELLEVUE UNION ELEMENTARY","BELLEVUE ELEMENTARY",61,61,2015
6051593,"SONOMA","PUBLIC","BELLEVUE UNION ELEMENTARY","KAWANA ELEMENTARY",57,54,2015
6115695,"SONOMA","PUBLIC","BELLEVUE UNION ELEMENTARY","MEADOW VIEW ELEMENTARY",77,76,2015
113506,"SONOMA","PUBLIC","BELLEVUE UNION ELEMENTARY","TAYLOR MOUNTAIN ELEMENTARY",90,89,2015
6051619,"SONOMA","PUBLIC","BENNETT VALLEY UNION ELEMENTARY","YULUPA ELEMENTARY",171,161,2015
6051635,"SONOMA","PUBLIC","CINNABAR ELEMENTARY","CINNABAR CHARTER",31,28,2015
125724,"SONOMA","PUBLIC","CINNABAR ELEMENTARY","CINNABAR ELEMENTARY",17,16,2015
6051643,"SONOMA","PUBLIC","CLOVERDALE UNIFIED","JEFFERSON ELEMENTARY",109,109,2015
127092,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","ACADEMY OF ARTS AND SCIENCES: SONOMA",26,17,2015
6097059,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","EVERGREEN ELEMENTARY",86,83,2015
6051676,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","JOHN REED PRIMARY",105,105,2015
6099246,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","MARGUERITE HAHN ELEMENTARY",105,102,2015
6109169,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","MONTE VISTA ELEMENTARY",96,94,2015
6060669,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","THOMAS PAGE ACADEMY",50,49,2015
128330,"SONOMA","PUBLIC","COTATI-ROHNERT PARK UNIFIED","UNIVERSITY ELEMENTARY AT LA FIESTA",51,48,2015
122440,"SONOMA","PUBLIC","DUNHAM ELEMENTARY","DUNHAM CHARTER",49,42,2015
6051718,"SONOMA","PUBLIC","FORESTVILLE UNION ELEMENTARY","FORESTVILLE ELEMENTARY",41,37,2015
6051734,"SONOMA","PUBLIC","GEYSERVILLE UNIFIED","GEYSERVILLE ELEMENTARY",21,18,2015
6051742,"SONOMA","PUBLIC","GRAVENSTEIN UNION ELEMENTARY","GRAVENSTEIN ELEMENTARY",94,82,2015
6051767,"SONOMA","PUBLIC","GUERNEVILLE ELEMENTARY","GUERNEVILLE ELEMENTARY",32,31,2015
6051775,"SONOMA","PUBLIC","HARMONY UNION ELEMENTARY","HARMONY ELEMENTARY",51,36,2015
6120588,"SONOMA","PUBLIC","HARMONY UNION ELEMENTARY","PATHWAYS CHARTER",20,8,2015
124230,"SONOMA","PUBLIC","HEALDSBURG UNIFIED","HEALDSBURG CHARTER",47,43,2015
6051791,"SONOMA","PUBLIC","HEALDSBURG UNIFIED","HEALDSBURG ELEMENTARY",89,87,2015
6051825,"SONOMA","PUBLIC","KENWOOD","KENWOOD ELEMENTARY",14,14,2015
107284,"SONOMA","PUBLIC","LIBERTY ELEMENTARY","CALIFORNIA VIRTUAL ACADEMY SONOMA",16,11,2015
123422,"SONOMA","PUBLIC","LIBERTY ELEMENTARY","LIBERTY PRIMARY",33,31,2015
6111066,"SONOMA","PUBLIC","MARK WEST UNION ELEMENTARY","JOHN B. RIEBLI ELEMENTARY",84,82,2015
6051841,"SONOMA","PUBLIC","MARK WEST UNION ELEMENTARY","MARK WEST ELEMENTARY",80,80,2015
6051858,"SONOMA","PUBLIC","MARK WEST UNION ELEMENTARY","SAN MIGUEL ELEMENTARY",52,51,2015
6051866,"SONOMA","PUBLIC","MONTE RIO UNION ELEMENTARY","MONTE RIO ELEMENTARY",18,15,2015
6051882,"SONOMA","PUBLIC","OAK GROVE UNION ELEMENTARY","OAK GROVE ELEMENTARY",65,53,2015
6051916,"SONOMA","PUBLIC","OLD ADOBE UNION","LA TERCERA ELEMENTARY",56,51,2015
127555,"SONOMA","PUBLIC","OLD ADOBE UNION","LOMA VISTA IMMERSION ACADEMY",74,72,2015
6072136,"SONOMA","PUBLIC","OLD ADOBE UNION","MIWOK VALLEY LANGUAGE ACADEMY CHARTER",61,59,2015
6051924,"SONOMA","PUBLIC","OLD ADOBE UNION","OLD ADOBE ELEMENTARY CHARTER",39,39,2015
119750,"SONOMA","PUBLIC","OLD ADOBE UNION","RIVER MONTESSORI ELEMENTARY CHARTER",41,32,2015
6114755,"SONOMA","PUBLIC","OLD ADOBE UNION","SONOMA MOUNTAIN ELEMENTARY",82,79,2015
6051940,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","GRANT ELEMENTARY",51,46,2015
6119036,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","LIVE OAK CHARTER",44,19,2015
6051957,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","MCDOWELL ELEMENTARY",66,64,2015
6051965,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","MCKINLEY ELEMENTARY",29,16,2015
6051973,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","MCNEAR ELEMENTARY",85,77,2015
6051981,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","PENNGROVE ELEMENTARY",47,42,2015
132357,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","SOUTH COUNTY CONSORTIUM",12,5,2015
6051999,"SONOMA","PUBLIC","PETALUMA CITY ELEMENTARY","VALLEY VISTA ELEMENTARY",39,38,2015
6051932,"SONOMA","PUBLIC","PETALUMA JOINT UNION HIGH","MARY COLLINS CHARTER SCHOOL AT CHERRY VALLEY",37,29,2015
101253,"SONOMA","PUBLIC","PINER-OLIVET UNION ELEMENTARY","JACK LONDON ELEMENTARY",47,45,2015
6109144,"SONOMA","PUBLIC","PINER-OLIVET UNION ELEMENTARY","MORRICE SCHAEFER CHARTER",65,64,2015
6066344,"SONOMA","PUBLIC","PINER-OLIVET UNION ELEMENTARY","OLIVET ELEMENTARY CHARTER",68,64,2015
6117907,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","AUSTIN CREEK ELEMENTARY",56,56,2015
6085229,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","BINKLEY ELEMENTARY CHARTER",75,72,2015
6052021,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","MADRONE ELEMENTARY",86,84,2015
120980,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","REDWOOD CONSORTIUM FOR STUDENT SERVICES",36,31,2015
6052054,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","SEQUOIA ELEMENTARY",62,59,2015
6052039,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","SPRING CREEK MATANZAS CHARTER",92,88,2015
6052070,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","VILLAGE ELEMENTARY CHARTER",58,56,2015
6052047,"SONOMA","PUBLIC","RINCON VALLEY UNION ELEMENTARY","WHITED ELEMENTARY CHARTER",61,60,2015
101923,"SONOMA","PUBLIC","ROSELAND","ROSELAND CHARTER",47,47,2015
125336,"SONOMA","PUBLIC","ROSELAND","ROSELAND CREEK ELEMENTARY",72,72,2015
6052088,"SONOMA","PUBLIC","ROSELAND","ROSELAND ELEMENTARY",133,132,2015
6052096,"SONOMA","PUBLIC","ROSELAND","SHEPPARD ELEMENTARY",72,71,2015
6052153,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","ABRAHAM LINCOLN ELEMENTARY",55,52,2015
6108500,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","ALBERT F. BIELLA ELEMENTARY",72,70,2015
6052104,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","BROOK HILL ELEMENTARY",85,83,2015
128074,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","CESAR CHAVEZ LANGUAGE ACADEMY",93,89,2015
6066385,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","HELEN M. LEHMAN ELEMENTARY",94,86,2015
6095459,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","HIDDEN VALLEY ELEMENTARY",120,114,2015
6052161,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","JAMES MONROE ELEMENTARY",80,78,2015
6116958,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","KID STREET LEARNING CENTER CHARTER",20,20,2015
6052112,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","LUTHER BURBANK ELEMENTARY",62,62,2015
6052179,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","PROCTOR TERRACE ELEMENTARY",89,87,2015
6113278,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","SANTA ROSA CHARTER",18,18,2015
113530,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","SANTA ROSA CHARTER SCHOOL FOR THE ARTS",39,34,2015
125831,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","SANTA ROSA FRENCH-AMERICAN CHARTER -SRFACS-",119,104,2015
6052195,"SONOMA","PUBLIC","SANTA ROSA ELEMENTARY","STEELE LANE ELEMENTARY",56,51,2015
6052229,"SONOMA","PUBLIC","SEBASTOPOL UNION ELEMENTARY","PARK SIDE ELEMENTARY",66,57,2015
6113039,"SONOMA","PUBLIC","SEBASTOPOL UNION ELEMENTARY","SEBASTOPOL INDEPENDENT CHARTER",44,11,2015
6069413,"SONOMA","PUBLIC","SONOMA COUNTY OFFICE OF EDUCATION","SONOMA COUNTY SPECIAL EDUCATION",18,14,2015
6052252,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","DUNBAR ELEMENTARY",43,41,2015
6052260,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","EL VERANO ELEMENTARY",86,85,2015
6052278,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","FLOWERY ELEMENTARY",51,50,2015
6052286,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","PRESTWOOD ELEMENTARY",67,66,2015
6052294,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","SASSARINI ELEMENTARY",66,64,2015
6111678,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","SONOMA CHARTER",25,22,2015
105866,"SONOMA","PUBLIC","SONOMA VALLEY UNIFIED","WOODLAND STAR CHARTER",51,39,2015
6093140,"SONOMA","PUBLIC","TWIN HILLS UNION ELEMENTARY","APPLE BLOSSOM",56,50,2015
4930319,"SONOMA","PUBLIC","TWIN HILLS UNION ELEMENTARY","ORCHARD VIEW",12,7,2015
4930350,"SONOMA","PUBLIC","TWIN HILLS UNION ELEMENTARY","SUNRIDGE CHARTER",45,9,2015
6052310,"SONOMA","PUBLIC","TWO ROCK UNION","TWO ROCK ELEMENTARY",29,26,2015
6114409,"SONOMA","PUBLIC","WAUGH ELEMENTARY","CORONA CREEK ELEMENTARY",91,85,2015
6110324,"SONOMA","PUBLIC","WAUGH ELEMENTARY","MEADOW ELEMENTARY",65,61,2015
6052336,"SONOMA","PUBLIC","WEST SIDE UNION ELEMENTARY","WEST SIDE ELEMENTARY",38,33,2015
6052344,"SONOMA","PUBLIC","WILMAR UNION ELEMENTARY","WILSON ELEMENTARY",65,57,2015
6052369,"SONOMA","PUBLIC","WINDSOR UNIFIED","CALI CALMECAC LANGUAGE ACADEMY",144,138,2015
6110993,"SONOMA","PUBLIC","WINDSOR UNIFIED","MATTIE WASHBURN ELEMENTARY",286,278,2015
114934,"SONOMA","PUBLIC","WINDSOR UNIFIED","VILLAGE CHARTER",15,10,2015
6096721,"SONOMA","PUBLIC","WRIGHT ELEMENTARY","J. X. WILSON ELEMENTARY",98,98,2015
6111868,"SONOMA","PUBLIC","WRIGHT ELEMENTARY","ROBERT L. STEVENS ELEMENTARY",80,80,2015
6052377,"SONOMA","PUBLIC","WRIGHT ELEMENTARY","WRIGHT CHARTER",68,67,2015
6204812,"SONOMA","PRIVATE","","BETHLEHEM CHILDREN'S CENTER",10,9,2015
3002285,"SONOMA","PRIVATE","","COLLEGE OAK MONTESSORI SCHOOL",10,8,2015
6137806,"SONOMA","PRIVATE","","CRESCENT MONTESSORI SCHOOL",11,6,2015
6902654,"SONOMA","PRIVATE","","HARVEST CHRISTIAN SCHOOL",13,13,2015
6923965,"SONOMA","PRIVATE","","PLEASANT HILL CHRISTIAN",18,11,2015
7094725,"SONOMA","PRIVATE","","PRESENTATION SCHOOL, THE",17,16,2015
6983738,"SONOMA","PRIVATE","","RINCON VALLEY CHRISTIAN",28,25,2015
6928402,"SONOMA","PRIVATE","","SONOMA COUNTRY DAY SCHOOL",22,19,2015
6983712,"SONOMA","PRIVATE","","ST. EUGENE CATHEDRAL SCHOOL",28,26,2015
6967368,"SONOMA","PRIVATE","","ST. FRANCIS SOLANO",22,22,2015
6967376,"SONOMA","PRIVATE","","ST. JOHN THE BAPTIST CATHOLIC SCHOOL",35,27,2015
6967384,"SONOMA","PRIVATE","","ST. ROSE",23,21,2015
6983720,"SONOMA","PRIVATE","","ST. VINCENT DE PAUL ELEMENTARY SCHOOL",29,29,2015
6994164,"SONOMA","PRIVATE","","SUMMERFIELD WALDORF SCHOOL AND FARM",25,13,2015
6137814,"SONOMA","PRIVATE","","THE HEALDSBURG SCHOOL",21,18,2015
6917116,"SONOMA","PRIVATE","","WINDSOR CHRISTIAN ACADEMY",24,22,2015
112292,"STANISLAUS","PUBLIC","CERES UNIFIED","ASPIRE SUMMIT CHARTER ACADEMY",72,66,2015
6052427,"STANISLAUS","PUBLIC","CERES UNIFIED","CARROLL FOWLER ELEMENTARY",115,112,2015
6052435,"STANISLAUS","PUBLIC","CERES UNIFIED","CASWELL ELEMENTARY",114,112,2015
6052443,"STANISLAUS","PUBLIC","CERES UNIFIED","DON PEDRO ELEMENTARY",94,92,2015
109074,"STANISLAUS","PUBLIC","CERES UNIFIED","JOEL J. HIDAHL ELEMENTARY",95,95,2015
110734,"STANISLAUS","PUBLIC","CERES UNIFIED","LA ROSA ELEMENTARY",105,105,2015
127613,"STANISLAUS","PUBLIC","CERES UNIFIED","LUCAS ELEMENTARY",96,94,2015
109082,"STANISLAUS","PUBLIC","CERES UNIFIED","M. ROBERT ADKISON ELEMENTARY",123,122,2015
129106,"STANISLAUS","PUBLIC","CERES UNIFIED","PATRICIA KAY BEAVER ELEMENTARY",47,46,2015
6112338,"STANISLAUS","PUBLIC","CERES UNIFIED","SAMUEL VAUGHN ELEMENTARY",95,95,2015
109090,"STANISLAUS","PUBLIC","CERES UNIFIED","SINCLEAR ELEMENTARY",96,95,2015
6108435,"STANISLAUS","PUBLIC","CERES UNIFIED","VIRGINIA PARKS ELEMENTARY",104,98,2015
6052450,"STANISLAUS","PUBLIC","CERES UNIFIED","WALTER WHITE ELEMENTARY",100,99,2015
6052468,"STANISLAUS","PUBLIC","CERES UNIFIED","WESTPORT ELEMENTARY",69,69,2015
107128,"STANISLAUS","PUBLIC","CERES UNIFIED","WHITMORE CHARTER SCHOOL OF ART & TECHNOLOGY",44,43,2015
6052484,"STANISLAUS","PUBLIC","CHATOM UNION","CHATOM ELEMENTARY",88,85,2015
6052500,"STANISLAUS","PUBLIC","DENAIR UNIFIED","DENAIR ELEMENTARY",112,88,2015
6111892,"STANISLAUS","PUBLIC","EMPIRE UNION ELEMENTARY","ALICE N. STROUD ELEMENTARY",72,71,2015
6107932,"STANISLAUS","PUBLIC","EMPIRE UNION ELEMENTARY","BERNARD L. HUGHES ELEMENTARY",91,89,2015
6093504,"STANISLAUS","PUBLIC","EMPIRE UNION ELEMENTARY","CAPISTRANO ELEMENTARY",90,87,2015
6098180,"STANISLAUS","PUBLIC","EMPIRE UNION ELEMENTARY","CHRISTINE SIPHERD ELEMENTARY",89,87,2015
6052518,"STANISLAUS","PUBLIC","EMPIRE UNION ELEMENTARY","EMPIRE ELEMENTARY",52,51,2015
120089,"STANISLAUS","PUBLIC","GRATTON ELEMENTARY","GRATTON CHARTER",15,14,2015
6112965,"STANISLAUS","PUBLIC","HART-RANSOM UNION ELEMENTARY","HART-RANSOM ACADEMIC CHARTER",33,26,2015
6052542,"STANISLAUS","PUBLIC","HART-RANSOM UNION ELEMENTARY","HART-RANSOM ELEMENTARY",117,112,2015
6112627,"STANISLAUS","PUBLIC","HICKMAN COMMUNITY CHARTER","HICKMAN CHARTER",71,49,2015
6052559,"STANISLAUS","PUBLIC","HICKMAN COMMUNITY CHARTER","HICKMAN ELEMENTARY",43,40,2015
6052575,"STANISLAUS","PUBLIC","HUGHSON UNIFIED","HUGHSON ELEMENTARY",154,137,2015
6052591,"STANISLAUS","PUBLIC","KEYES UNION","KEYES ELEMENTARY",97,92,2015
6113286,"STANISLAUS","PUBLIC","KEYES UNION","KEYES TO LEARNING CHARTER",39,35,2015
6052609,"STANISLAUS","PUBLIC","KNIGHTS FERRY ELEMENTARY","KNIGHTS FERRY ELEMENTARY",19,19,2015
6107023,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ALBERTA MARTONE ELEMENTARY",72,72,2015
6052633,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","BRET HARTE ELEMENTARY",144,142,2015
6052641,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","BURBANK ELEMENTARY",132,129,2015
6052674,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","CATHERINE EVERETT ELEMENTARY",48,44,2015
6052658,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","EL VISTA ELEMENTARY",66,62,2015
6052625,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ELIHU BEARD ELEMENTARY",43,43,2015
6052666,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ENSLEN ELEMENTARY",47,39,2015
6052682,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","FAIRVIEW ELEMENTARY",96,95,2015
6052690,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","FRANKLIN ELEMENTARY",115,115,2015
6105670,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","HARRIETTE KIRSCHEN ELEMENTARY",82,77,2015
6052773,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","JAMES MARSHALL ELEMENTARY",116,113,2015
6052708,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","JOHN FREMONT ELEMENTARY",76,68,2015
6052724,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","JOHN MUIR ELEMENTARY",77,76,2015
6097752,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","LAKEWOOD ELEMENTARY",50,49,2015
6052781,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ORVILLE WRIGHT ELEMENTARY",48,48,2015
6052799,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ROBERTSON ROAD ELEMENTARY",48,48,2015
6052815,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","ROSE AVENUE ELEMENTARY",71,69,2015
6052823,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","SHACKELFORD ELEMENTARY",96,94,2015
6093512,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","SONOMA ELEMENTARY",121,118,2015
6052849,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","TUOLUMNE ELEMENTARY",89,86,2015
6052716,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","WILLIAM GARRISON ELEMENTARY",73,70,2015
6052872,"STANISLAUS","PUBLIC","MODESTO CITY ELEMENTARY","WILSON ELEMENTARY",24,24,2015
6025712,"STANISLAUS","PUBLIC","NEWMAN-CROWS LANDING UNIFIED","BONITA ELEMENTARY",28,24,2015
101188,"STANISLAUS","PUBLIC","NEWMAN-CROWS LANDING UNIFIED","HUNT ELEMENTARY",79,74,2015
124073,"STANISLAUS","PUBLIC","NEWMAN-CROWS LANDING UNIFIED","HURD BARRINGTON ELEMENTARY",69,63,2015
6025753,"STANISLAUS","PUBLIC","NEWMAN-CROWS LANDING UNIFIED","VON RENNER ELEMENTARY",74,70,2015
6052880,"STANISLAUS","PUBLIC","OAKDALE JOINT UNIFIED","CLOVERLAND ELEMENTARY",67,62,2015
6052898,"STANISLAUS","PUBLIC","OAKDALE JOINT UNIFIED","FAIR OAKS ELEMENTARY",129,126,2015
6100390,"STANISLAUS","PUBLIC","OAKDALE JOINT UNIFIED","MAGNOLIA ELEMENTARY",92,92,2015
107979,"STANISLAUS","PUBLIC","OAKDALE JOINT UNIFIED","SIERRA VIEW ELEMENTARY",108,107,2015
112383,"STANISLAUS","PUBLIC","PARADISE ELEMENTARY","PARADISE CHARTER",14,14,2015
110080,"STANISLAUS","PUBLIC","PATTERSON JOINT UNIFIED","APRICOT VALLEY ELEMENTARY",112,111,2015
6052922,"STANISLAUS","PUBLIC","PATTERSON JOINT UNIFIED","GRAYSON CHARTER",48,46,2015
6052948,"STANISLAUS","PUBLIC","PATTERSON JOINT UNIFIED","LAS PALMAS ELEMENTARY",94,91,2015
6052955,"STANISLAUS","PUBLIC","PATTERSON JOINT UNIFIED","NORTHMEAD ELEMENTARY",158,150,2015
118927,"STANISLAUS","PUBLIC","PATTERSON JOINT UNIFIED","WALNUT GROVE ELEMENTARY",72,72,2015
6052971,"STANISLAUS","PUBLIC","RIVERBANK UNIFIED","CALIFORNIA AVENUE ELEMENTARY",135,115,2015
118810,"STANISLAUS","PUBLIC","RIVERBANK UNIFIED","MESA VERDE ELEMENTARY",70,68,2015
113852,"STANISLAUS","PUBLIC","RIVERBANK UNIFIED","RIVERBANK LANGUAGE ACADEMY",90,88,2015
6053011,"STANISLAUS","PUBLIC","ROBERTS FERRY UNION ELEMENTARY","ROBERTS FERRY UNION ELEMENTARY",16,14,2015
6113823,"STANISLAUS","PUBLIC","SALIDA UNION ELEMENTARY","DENA BOER",119,114,2015
120063,"STANISLAUS","PUBLIC","SALIDA UNION ELEMENTARY","INDEPENDENCE CHARTER",62,60,2015
6053037,"STANISLAUS","PUBLIC","SALIDA UNION ELEMENTARY","SALIDA ELEMENTARY",57,57,2015
6106934,"STANISLAUS","PUBLIC","SALIDA UNION ELEMENTARY","SISK ELEMENTARY",80,78,2015
6053045,"STANISLAUS","PUBLIC","SHILOH ELEMENTARY","SHILOH ELEMENTARY",16,16,2015
117457,"STANISLAUS","PUBLIC","STANISLAUS COUNTY OFFICE OF EDUCATION","GREAT VALLEY ACADEMY",102,91,2015
6069546,"STANISLAUS","PUBLIC","STANISLAUS COUNTY OFFICE OF EDUCATION","STANISLAUS COUNTY SPECIAL EDUCATION",20,20,2015
6108302,"STANISLAUS","PUBLIC","STANISLAUS UNION ELEMENTARY","AGNES M. BAPTIST ELEMENTARY",104,102,2015
6098297,"STANISLAUS","PUBLIC","STANISLAUS UNION ELEMENTARY","GEORGE EISENHUT ELEMENTARY",95,91,2015
