"sch_code","county","pub_priv","district","school","enrollment","complete","start_year"
6053060,"STANISLAUS","PUBLIC","STANISLAUS UNION ELEMENTARY","JOSEPHINE CHRYSLER ELEMENTARY",120,118,2015
105700,"STANISLAUS","PUBLIC","STANISLAUS UNION ELEMENTARY","MARY LOU DIETERICH ELEMENTARY",91,87,2015
6053078,"STANISLAUS","PUBLIC","STANISLAUS UNION ELEMENTARY","STANISLAUS ELEMENTARY",59,55,2015
118125,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","ASPIRE UNIVERSITY CHARTER",46,42,2015
6071583,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","COLEMAN F. BROWN ELEMENTARY",94,90,2015
113795,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","CROSSROADS ELEMENTARY",157,141,2015
6120430,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","FREEDOM ELEMENTARY",97,97,2015
113803,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","MARY ANN SANDERS ELEMENTARY",98,97,2015
6111009,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","ORCHARD ELEMENTARY",132,126,2015
6053086,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","SHERWOOD ELEMENTARY",125,113,2015
6053102,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","STANDIFORD ELEMENTARY",67,63,2015
6095517,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","STOCKARD COFFEE ELEMENTARY",63,63,2015
6053110,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","SYLVAN ELEMENTARY",48,40,2015
6053128,"STANISLAUS","PUBLIC","SYLVAN UNION ELEMENTARY","WOODROW ELEMENTARY",65,61,2015
6053151,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","CROWELL ELEMENTARY",120,116,2015
6053169,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","CUNNINGHAM ELEMENTARY",116,111,2015
6115208,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","DENNIS G. EARL ELEMENTARY",136,134,2015
6053177,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","JULIEN ELEMENTARY",116,115,2015
6053185,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","OSBORN TWO-WAY IMMERSION ACADEMY",168,167,2015
108175,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","SANDRA TOVAR MEDEIROS ELEMENTARY",132,131,2015
6053193,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","WAKEFIELD ELEMENTARY",99,95,2015
114561,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","WALNUT ELEMENTARY EDUCATION CENTER",132,127,2015
6102743,"STANISLAUS","PUBLIC","TURLOCK UNIFIED","WALTER M. BROWN ELEMENTARY",98,92,2015
6053201,"STANISLAUS","PUBLIC","VALLEY HOME JOINT ELEMENTARY","VALLEY HOME ELEMENTARY",12,12,2015
5030317,"STANISLAUS","PUBLIC","WATERFORD UNIFIED","CONNECTING WATERS CHARTER",148,79,2015
118513,"STANISLAUS","PUBLIC","WATERFORD UNIFIED","RICHARD M. MOON PRIMARY",181,174,2015
6902530,"STANISLAUS","PRIVATE","","BIG VALLEY CHRISTIAN",76,67,2015
6941330,"STANISLAUS","PRIVATE","","CASTILLO CHRISTIAN SCHOOL",,,2015
6941280,"STANISLAUS","PRIVATE","","CENTRAL VALLEY CHRISTIAN ACADEMY",15,13,2015
6941298,"STANISLAUS","PRIVATE","","MODESTO CHRISTIAN ELEMENETARY",16,15,2015
3603196,"STANISLAUS","PRIVATE","","MONTESSORI SCHOOL OF MODESTO",13,11,2015
6983837,"STANISLAUS","PRIVATE","","OUR LADY OF FATIMA",13,13,2015
7097074,"STANISLAUS","PRIVATE","","PROVIDENCE CHRISTIAN ACADEMY",,,2015
6928436,"STANISLAUS","PRIVATE","","SACRED HEART CATHOLIC",13,13,2015
6983852,"STANISLAUS","PRIVATE","","SACRED HEART ELEMENTARY",25,17,2015
6902597,"STANISLAUS","PRIVATE","","SMALL WORLD CHRISTIAN K-2",23,23,2015
6202980,"STANISLAUS","PRIVATE","","ST. STANISLAUS PARISH SCHOOL",29,26,2015
6983878,"STANISLAUS","PRIVATE","","TURLOCK CHRISTIAN ELEMENTARY",29,28,2015
6053235,"SUTTER","PUBLIC","BRITTAN ELEMENTARY","BRITTAN ELEMENTARY",60,54,2015
6053243,"SUTTER","PUBLIC","BROWNS ELEMENTARY","BROWNS ELEMENTARY",21,21,2015
6053250,"SUTTER","PUBLIC","FRANKLIN ELEMENTARY","FRANKLIN ELEMENTARY",45,42,2015
6053268,"SUTTER","PUBLIC","LIVE OAK UNIFIED","ENCINAL ELEMENTARY",14,14,2015
6053284,"SUTTER","PUBLIC","LIVE OAK UNIFIED","LUTHER ELEMENTARY",154,149,2015
6053292,"SUTTER","PUBLIC","MARCUM-ILLINOIS UNION ELEMENTARY","MARCUM-ILLINOIS UNION ELEMENTARY",24,23,2015
109793,"SUTTER","PUBLIC","MARCUM-ILLINOIS UNION ELEMENTARY","SOUTH SUTTER CHARTER",187,97,2015
129007,"SUTTER","PUBLIC","MERIDIAN ELEMENTARY","CALIFORNIA VIRTUAL ACADEMY SUTTER",23,17,2015
6053318,"SUTTER","PUBLIC","NUESTRO ELEMENTARY","NUESTRO ELEMENTARY",18,18,2015
5171423,"SUTTER","PUBLIC","NUESTRO ELEMENTARY","SUTTER PEAK CHARTER ACADEMY",16,7,2015
6053326,"SUTTER","PUBLIC","PLEASANT GROVE JOINT UNION","PLEASANT GROVE",28,27,2015
6069454,"SUTTER","PUBLIC","SUTTER COUNTY OFFICE OF EDUCATION","SUTTER COUNTY SPECIAL EDUCATION",38,34,2015
6053433,"SUTTER","PUBLIC","WINSHIP-ROBBINS","ROBBINS ELEMENTARY",12,12,2015
100537,"SUTTER","PUBLIC","YUBA CITY UNIFIED","ANDROS KARPEROS",114,113,2015
6053342,"SUTTER","PUBLIC","YUBA CITY UNIFIED","APRIL LANE ELEMENTARY",117,117,2015
6053359,"SUTTER","PUBLIC","YUBA CITY UNIFIED","BARRY ELEMENTARY",45,44,2015
6053367,"SUTTER","PUBLIC","YUBA CITY UNIFIED","BRIDGE STREET ELEMENTARY",105,103,2015
6067268,"SUTTER","PUBLIC","YUBA CITY UNIFIED","BUTTE VISTA ELEMENTARY",117,113,2015
6053375,"SUTTER","PUBLIC","YUBA CITY UNIFIED","CENTRAL GAITHER ELEMENTARY",19,19,2015
6053391,"SUTTER","PUBLIC","YUBA CITY UNIFIED","KING AVENUE ELEMENTARY",86,81,2015
6053409,"SUTTER","PUBLIC","YUBA CITY UNIFIED","LINCOLN ELEMENTARY",108,105,2015
6053417,"SUTTER","PUBLIC","YUBA CITY UNIFIED","LINCREST ELEMENTARY",124,120,2015
6053425,"SUTTER","PUBLIC","YUBA CITY UNIFIED","PARK AVENUE ELEMENTARY",114,110,2015
113134,"SUTTER","PUBLIC","YUBA CITY UNIFIED","RIVERBEND ELEMENTARY",96,87,2015
6053441,"SUTTER","PUBLIC","YUBA CITY UNIFIED","TIERRA BUENA ELEMENTARY",85,82,2015
107318,"SUTTER","PUBLIC","YUBA CITY UNIFIED","TWIN RIVERS CHARTER",56,54,2015
5130125,"SUTTER","PUBLIC","YUBA CITY UNIFIED","YUBA CITY CHARTER",23,4,2015
6931307,"SUTTER","PRIVATE","","FAITH CHRISTIAN SCHOOLS",24,19,2015
6904619,"SUTTER","PRIVATE","","GRACE CHRISTIAN ACADEMY",,,2015
6983902,"SUTTER","PRIVATE","","ST. ISIDORE CATHOLIC SCHOOL",24,23,2015
6053466,"TEHAMA","PUBLIC","ANTELOPE ELEMENTARY","ANTELOPE ELEMENTARY",85,76,2015
6053490,"TEHAMA","PUBLIC","CORNING UNION ELEMENTARY","OLIVE VIEW ELEMENTARY",98,97,2015
6112486,"TEHAMA","PUBLIC","CORNING UNION ELEMENTARY","RANCHO TEHAMA ELEMENTARY",21,17,2015
6053482,"TEHAMA","PUBLIC","CORNING UNION ELEMENTARY","WEST STREET ELEMENTARY",70,68,2015
102301,"TEHAMA","PUBLIC","CORNING UNION ELEMENTARY","WOODSON ELEMENTARY",64,63,2015
6053516,"TEHAMA","PUBLIC","EVERGREEN UNION","EVERGREEN ELEMENTARY",113,101,2015
6053532,"TEHAMA","PUBLIC","GERBER UNION ELEMENTARY","GERBER ELEMENTARY",57,52,2015
6053540,"TEHAMA","PUBLIC","KIRKWOOD ELEMENTARY","KIRKWOOD ELEMENTARY",16,16,2015
6053557,"TEHAMA","PUBLIC","LASSEN VIEW UNION ELEMENTARY","LASSEN VIEW ELEMENTARY",35,30,2015
6053565,"TEHAMA","PUBLIC","LOS MOLINOS UNIFIED","LOS MOLINOS ELEMENTARY",49,48,2015
6053623,"TEHAMA","PUBLIC","RED BLUFF UNION ELEMENTARY","BIDWELL ELEMENTARY",108,104,2015
6053631,"TEHAMA","PUBLIC","RED BLUFF UNION ELEMENTARY","JACKSON HEIGHTS ELEMENTARY",112,110,2015
6106686,"TEHAMA","PUBLIC","RED BLUFF UNION ELEMENTARY","WILLIAM M. METTEER ELEMENTARY",93,87,2015
6053664,"TEHAMA","PUBLIC","REEDS CREEK ELEMENTARY","REEDS CREEK ELEMENTARY",19,18,2015
6053672,"TEHAMA","PUBLIC","RICHFIELD ELEMENTARY","RICHFIELD ELEMENTARY",41,35,2015
6983944,"TEHAMA","PRIVATE","","SACRED HEART PARISH SCHOOL",,,2015
6142855,"TEHAMA","PRIVATE","","WHITTENBERG COUNTRY SCHOOL",,,2015
6053680,"TRINITY","PUBLIC","BURNT RANCH ELEMENTARY","BURNT RANCH ELEMENTARY",11,5,2015
6053722,"TRINITY","PUBLIC","DOUGLAS CITY ELEMENTARY","DOUGLAS CITY ELEMENTARY",20,15,2015
6053771,"TRINITY","PUBLIC","JUNCTION CITY ELEMENTARY","JUNCTION CITY ELEMENTARY",20,15,2015
6053789,"TRINITY","PUBLIC","LEWISTON ELEMENTARY","LEWISTON ELEMENTARY",11,8,2015
6053730,"TRINITY","PUBLIC","MOUNTAIN VALLEY UNIFIED","HAYFORK VALLEY ELEMENTARY",14,8,2015
6053821,"TRINITY","PUBLIC","TRINITY ALPS UNIFIED","WEAVERVILLE ELEMENTARY",49,43,2015
6053839,"TULARE","PUBLIC","ALLENSWORTH ELEMENTARY","ALLENSWORTH ELEMENTARY",20,19,2015
6053847,"TULARE","PUBLIC","ALPAUGH UNIFIED","ALPAUGH ELEMENTARY",34,33,2015
112458,"TULARE","PUBLIC","ALPAUGH UNIFIED","CENTRAL CALIFORNIA CONNECTIONS ACADEMY",19,16,2015
6053854,"TULARE","PUBLIC","ALTA VISTA ELEMENTARY","ALTA VISTA ELEMENTARY",69,68,2015
6053862,"TULARE","PUBLIC","BUENA VISTA ELEMENTARY","BUENA VISTA ELEMENTARY",23,21,2015
6053870,"TULARE","PUBLIC","BURTON ELEMENTARY","BURTON ELEMENTARY",94,93,2015
6105506,"TULARE","PUBLIC","BURTON ELEMENTARY","OAK GROVE ELEMENTARY",94,92,2015
109009,"TULARE","PUBLIC","BURTON ELEMENTARY","SUMMIT CHARTER ACADEMY",121,119,2015
6114078,"TULARE","PUBLIC","BURTON ELEMENTARY","WILLIAM R. BUCKLEY ELEMENTARY",65,64,2015
6053888,"TULARE","PUBLIC","CITRUS SOUTH TULE ELEMENTARY","CITRUS SOUTH TULE ELEMENTARY",,,2015
6053896,"TULARE","PUBLIC","COLUMBINE ELEMENTARY","COLUMBINE ELEMENTARY",30,30,2015
6053904,"TULARE","PUBLIC","CUTLER-OROSI JOINT UNIFIED","CUTLER ELEMENTARY",138,135,2015
6112684,"TULARE","PUBLIC","CUTLER-OROSI JOINT UNIFIED","GOLDEN VALLEY ELEMENTARY",134,134,2015
6053938,"TULARE","PUBLIC","CUTLER-OROSI JOINT UNIFIED","PALM ELEMENTARY",139,136,2015
6053961,"TULARE","PUBLIC","DINUBA UNIFIED","GRAND VIEW ELEMENTARY",52,51,2015
6053979,"TULARE","PUBLIC","DINUBA UNIFIED","JEFFERSON ELEMENTARY",125,120,2015
102707,"TULARE","PUBLIC","DINUBA UNIFIED","JOHN F. KENNEDY ELEMENTARY",80,80,2015
6053987,"TULARE","PUBLIC","DINUBA UNIFIED","LINCOLN ELEMENTARY",89,86,2015
6107650,"TULARE","PUBLIC","DINUBA UNIFIED","ROOSEVELT ELEMENTARY",117,112,2015
6054001,"TULARE","PUBLIC","DINUBA UNIFIED","WILSON ELEMENTARY",115,111,2015
6054019,"TULARE","PUBLIC","DUCOR UNION ELEMENTARY","DUCOR UNION ELEMENTARY",13,13,2015
5430335,"TULARE","PUBLIC","EARLIMART ELEMENTARY","ALILA",116,116,2015
6054027,"TULARE","PUBLIC","EARLIMART ELEMENTARY","EARLIMART ELEMENTARY",146,146,2015
6054043,"TULARE","PUBLIC","EXETER UNIFIED","LINCOLN ELEMENTARY",80,79,2015
6054050,"TULARE","PUBLIC","EXETER UNIFIED","ROCKY HILL ELEMENTARY",89,81,2015
6054084,"TULARE","PUBLIC","FARMERSVILLE UNIFIED","J. E. HESTER ELEMENTARY",194,190,2015
6054092,"TULARE","PUBLIC","HOPE ELEMENTARY","HOPE ELEMENTARY",29,27,2015
6054126,"TULARE","PUBLIC","KINGS RIVER UNION ELEMENTARY","KINGS RIVER ELEMENTARY",63,63,2015
6054134,"TULARE","PUBLIC","LIBERTY ELEMENTARY","LIBERTY ELEMENTARY",109,99,2015
6054142,"TULARE","PUBLIC","LINDSAY UNIFIED","JEFFERSON ELEMENTARY",66,65,2015
123653,"TULARE","PUBLIC","LINDSAY UNIFIED","KENNEDY ELEMENTARY",48,46,2015
6107262,"TULARE","PUBLIC","LINDSAY UNIFIED","LINCOLN ELEMENTARY",66,66,2015
123661,"TULARE","PUBLIC","LINDSAY UNIFIED","REAGAN ELEMENTARY",47,44,2015
123646,"TULARE","PUBLIC","LINDSAY UNIFIED","ROOSEVELT ELEMENTARY",57,57,2015
6054159,"TULARE","PUBLIC","LINDSAY UNIFIED","WASHINGTON ELEMENTARY",112,111,2015
6054167,"TULARE","PUBLIC","MONSON-SULTANA JOINT UNION ELEMENTARY","MONSON-SULTANA ELEMENTARY",52,52,2015
6054175,"TULARE","PUBLIC","OAK VALLEY UNION ELEMENTARY","OAK VALLEY ELEMENTARY",78,76,2015
6054183,"TULARE","PUBLIC","OUTSIDE CREEK ELEMENTARY","OUTSIDE CREEK ELEMENTARY",12,12,2015
6054191,"TULARE","PUBLIC","PALO VERDE UNION ELEMENTARY","PALO VERDE ELEMENTARY",73,73,2015
6054209,"TULARE","PUBLIC","PIXLEY UNION ELEMENTARY","PIXLEY ELEMENTARY",138,136,2015
6054217,"TULARE","PUBLIC","PLEASANT VIEW ELEMENTARY","PLEASANT VIEW ELEMENTARY",55,53,2015
120824,"TULARE","PUBLIC","PLEASANT VIEW ELEMENTARY","PLEASANT VIEW PRIMARY COMMUNITY DAY SCHOOL",,,2015
6054233,"TULARE","PUBLIC","PORTERVILLE UNIFIED","BELLEVIEW ELEMENTARY",73,72,2015
6054241,"TULARE","PUBLIC","PORTERVILLE UNIFIED","JOHN J. DOYLE ELEMENTARY",120,117,2015
6107379,"TULARE","PUBLIC","PORTERVILLE UNIFIED","LOS ROBLES ELEMENTARY",74,72,2015
6114193,"TULARE","PUBLIC","PORTERVILLE UNIFIED","MONTE VISTA ELEMENTARY",74,73,2015
6054258,"TULARE","PUBLIC","PORTERVILLE UNIFIED","OLIVE STREET ELEMENTARY",118,111,2015
6054274,"TULARE","PUBLIC","PORTERVILLE UNIFIED","ROCHE ELEMENTARY",51,49,2015
102574,"TULARE","PUBLIC","PORTERVILLE UNIFIED","SANTA FE ELEMENTARY",125,124,2015
6054282,"TULARE","PUBLIC","PORTERVILLE UNIFIED","VANDALIA ELEMENTARY",119,111,2015
6054290,"TULARE","PUBLIC","PORTERVILLE UNIFIED","WEST PUTNAM ELEMENTARY",81,81,2015
6054308,"TULARE","PUBLIC","PORTERVILLE UNIFIED","WESTFIELD ELEMENTARY",94,92,2015
6114672,"TULARE","PUBLIC","RICHGROVE ELEMENTARY","RICHGROVE ELEMENTARY",95,95,2015
6054324,"TULARE","PUBLIC","ROCKFORD ELEMENTARY","ROCKFORD ELEMENTARY",45,42,2015
6054340,"TULARE","PUBLIC","SEQUOIA UNION ELEMENTARY","SEQUOIA ELEMENTARY",26,26,2015
6054365,"TULARE","PUBLIC","SPRINGVILLE UNION ELEMENTARY","SPRINGVILLE ELEMENTARY",49,48,2015
6054373,"TULARE","PUBLIC","STONE CORRAL ELEMENTARY","STONE CORRAL ELEMENTARY",20,20,2015
114595,"TULARE","PUBLIC","STRATHMORE UNION ELEMENTARY","STRATHMORE ELEMENTARY",96,95,2015
6054399,"TULARE","PUBLIC","SUNDALE UNION ELEMENTARY","SUNDALE ELEMENTARY",108,107,2015
6054407,"TULARE","PUBLIC","SUNNYSIDE UNION ELEMENTARY","SUNNYSIDE ELEMENTARY",43,42,2015
6054415,"TULARE","PUBLIC","TERRA BELLA UNION ELEMENTARY","TERRA BELLA ELEMENTARY",143,140,2015
6054423,"TULARE","PUBLIC","THREE RIVERS UNION ELEMENTARY","THREE RIVERS ELEMENTARY",11,11,2015
6054431,"TULARE","PUBLIC","TIPTON ELEMENTARY","TIPTON ELEMENTARY",68,68,2015
6054449,"TULARE","PUBLIC","TRAVER JOINT ELEMENTARY","TRAVER ELEMENTARY",23,23,2015
127621,"TULARE","PUBLIC","TULARE CITY","ALPINE VISTA",112,108,2015
6105381,"TULARE","PUBLIC","TULARE CITY","CYPRESS ELEMENTARY",92,90,2015
6054472,"TULARE","PUBLIC","TULARE CITY","FRANK KOHN ELEMENTARY",115,113,2015
6054480,"TULARE","PUBLIC","TULARE CITY","GARDEN ELEMENTARY",98,91,2015
6114656,"TULARE","PUBLIC","TULARE CITY","HERITAGE ELEMENTARY",125,123,2015
6054498,"TULARE","PUBLIC","TULARE CITY","LINCOLN ELEMENTARY",51,51,2015
6054506,"TULARE","PUBLIC","TULARE CITY","MAPLE ELEMENTARY",118,117,2015
113639,"TULARE","PUBLIC","TULARE CITY","MISSION VALLEY ELEMENTARY",134,132,2015
6106553,"TULARE","PUBLIC","TULARE CITY","PLEASANT ELEMENTARY",119,117,2015
6054514,"TULARE","PUBLIC","TULARE CITY","ROOSEVELT ELEMENTARY",154,150,2015
6054522,"TULARE","PUBLIC","TULARE CITY","WILSON ELEMENTARY",144,140,2015
6119291,"TULARE","PUBLIC","TULARE COUNTY OFFICE OF EDUCATION","ELEANOR ROOSEVELT COMMUNITY LEARNING CENTER",24,10,2015
6069439,"TULARE","PUBLIC","TULARE COUNTY OFFICE OF EDUCATION","SPECIAL EDUCATION",23,23,2015
124057,"TULARE","PUBLIC","TULARE COUNTY OFFICE OF EDUCATION","VALLEY LIFE CHARTER",88,85,2015
6054704,"TULARE","PUBLIC","VISALIA UNIFIED","ANNIE R. MITCHELL",126,122,2015
6054530,"TULARE","PUBLIC","VISALIA UNIFIED","CONYER ELEMENTARY",82,81,2015
110940,"TULARE","PUBLIC","VISALIA UNIFIED","COTTONWOOD CREEK ELEMENTARY",123,115,2015
6054688,"TULARE","PUBLIC","VISALIA UNIFIED","CRESTWOOD ELEMENTARY",103,97,2015
6054548,"TULARE","PUBLIC","VISALIA UNIFIED","CROWLEY ELEMENTARY",124,118,2015
6054563,"TULARE","PUBLIC","VISALIA UNIFIED","ELBOW CREEK ELEMENTARY",65,62,2015
6054589,"TULARE","PUBLIC","VISALIA UNIFIED","FAIRVIEW ELEMENTARY",79,77,2015
105783,"TULARE","PUBLIC","VISALIA UNIFIED","FOUR CREEKS ELEMENTARY",124,119,2015
6106249,"TULARE","PUBLIC","VISALIA UNIFIED","GOLDEN OAK ELEMENTARY",98,95,2015
6054597,"TULARE","PUBLIC","VISALIA UNIFIED","GOSHEN ELEMENTARY",113,99,2015
6054613,"TULARE","PUBLIC","VISALIA UNIFIED","HIGHLAND ELEMENTARY",112,107,2015
6054621,"TULARE","PUBLIC","VISALIA UNIFIED","HOUSTON ELEMENTARY",79,78,2015
6110902,"TULARE","PUBLIC","VISALIA UNIFIED","HURLEY ELEMENTARY",88,86,2015
6054639,"TULARE","PUBLIC","VISALIA UNIFIED","IVANHOE ELEMENTARY",91,89,2015
6092795,"TULARE","PUBLIC","VISALIA UNIFIED","LINWOOD ELEMENTARY",76,76,2015
116517,"TULARE","PUBLIC","VISALIA UNIFIED","MANUEL F. HERNANDEZ",150,142,2015
6054647,"TULARE","PUBLIC","VISALIA UNIFIED","MINERAL KING ELEMENTARY",92,91,2015
6054654,"TULARE","PUBLIC","VISALIA UNIFIED","MOUNTAIN VIEW ELEMENTARY",84,84,2015
101857,"TULARE","PUBLIC","VISALIA UNIFIED","OAK GROVE ELEMENTARY",78,77,2015
6107536,"TULARE","PUBLIC","VISALIA UNIFIED","PINKHAM ELEMENTARY",84,83,2015
5430012,"TULARE","PUBLIC","VISALIA UNIFIED","RIVER BEND",16,13,2015
6054670,"TULARE","PUBLIC","VISALIA UNIFIED","ROYAL OAKS ELEMENTARY",63,63,2015
125708,"TULARE","PUBLIC","VISALIA UNIFIED","SHANNON RANCH ELEMENTARY",153,150,2015
125542,"TULARE","PUBLIC","VISALIA UNIFIED","SYCAMORE VALLEY ACADEMY",42,40,2015
6054712,"TULARE","PUBLIC","VISALIA UNIFIED","VEVA BLUNT ELEMENTARY",95,85,2015
6054720,"TULARE","PUBLIC","VISALIA UNIFIED","WASHINGTON ELEMENTARY",52,51,2015
6054746,"TULARE","PUBLIC","VISALIA UNIFIED","WILLOW GLEN ELEMENTARY",86,79,2015
6054753,"TULARE","PUBLIC","WAUKENA JOINT UNION ELEMENTARY","WAUKENA JOINT UNION ELEMENTARY",19,19,2015
6094569,"TULARE","PUBLIC","WOODLAKE UNIFIED","FRANCIS J. WHITE LEARNING CENTER",216,214,2015
6054779,"TULARE","PUBLIC","WOODVILLE UNION ELEMENTARY","WOODVILLE ELEMENTARY",68,68,2015
6908487,"TULARE","PRIVATE","","CENTRAL VALLEY CHRISTIAN SCHOOL SOCIETY",64,64,2015
6941470,"TULARE","PRIVATE","","CHRISTIAN PILGRIMS SCHOOL",,,2015
6983993,"TULARE","PRIVATE","","GEORGE MCCANN",14,14,2015
6902555,"TULARE","PRIVATE","","GRACE CHRISTIAN SCHOOL",24,24,2015
6984058,"TULARE","PRIVATE","","SIERRA VIEW JUNIOR ACADEMY",13,12,2015
6984025,"TULARE","PRIVATE","","ST. ALOYSIUS",26,25,2015
6984033,"TULARE","PRIVATE","","ST. ANNE",24,24,2015
6984041,"TULARE","PRIVATE","","ST. PAUL'S SCHOOL",42,41,2015
6145478,"TULARE","PRIVATE","","VALLEY VIEW",,,2015
6054829,"TUOLUMNE","PUBLIC","BELLEVIEW ELEMENTARY","BELLEVIEW ELEMENTARY",18,14,2015
6054837,"TUOLUMNE","PUBLIC","BIG OAK FLAT-GROVELAND UNIFIED","TENAYA ELEMENTARY",20,18,2015
6054860,"TUOLUMNE","PUBLIC","COLUMBIA UNION","COLUMBIA ELEMENTARY",75,59,2015
6054894,"TUOLUMNE","PUBLIC","CURTIS CREEK ELEMENTARY","CURTIS CREEK ELEMENTARY",59,54,2015
6054902,"TUOLUMNE","PUBLIC","JAMESTOWN ELEMENTARY","JAMESTOWN ELEMENTARY",46,37,2015
6054910,"TUOLUMNE","PUBLIC","SONORA ELEMENTARY","SONORA ELEMENTARY",87,79,2015
6054928,"TUOLUMNE","PUBLIC","SOULSBYVILLE ELEMENTARY","SOULSBYVILLE ELEMENTARY",53,40,2015
6054936,"TUOLUMNE","PUBLIC","SUMMERVILLE ELEMENTARY","SUMMERVILLE ELEMENTARY",62,53,2015
112276,"TUOLUMNE","PUBLIC","SUMMERVILLE UNION HIGH","GOLD RUSH CHARTER",27,15,2015
129346,"TUOLUMNE","PUBLIC","TUOLUMNE COUNTY SUPERINTENDENT OF SCHOOLS","FOOTHILL LEADERSHIP ACADEMY",23,14,2015
6115018,"TUOLUMNE","PUBLIC","TWAIN HARTE","TWAIN HARTE",31,27,2015
6148472,"TUOLUMNE","PRIVATE","","GARIBAY ACADEMY",,,2015
6941546,"TUOLUMNE","PRIVATE","","MOTHER LODE CHRISTIAN SCHOOL",15,9,2015
6140172,"TUOLUMNE","PRIVATE","","SAFARI LEARNING ACADEMY",10,8,2015
7058019,"TUOLUMNE","PRIVATE","","SIERRA WALDORF SCHOOL",21,2,2015
6054977,"VENTURA","PUBLIC","BRIGGS ELEMENTARY","OLIVELANDS ELEMENTARY",56,55,2015
6055842,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","ACACIA ELEMENTARY",59,55,2015
6055859,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","ASPEN ELEMENTARY",77,71,2015
6055867,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","BANYAN ELEMENTARY",69,69,2015
6055933,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","CONEJO ELEMENTARY",64,60,2015
6093165,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","CYPRESS ELEMENTARY",102,84,2015
119396,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","ENVIRONMENTAL ACADEMY OF RESEARCH TECHNOLOGY AND EARTH SCIENCES",88,84,2015
6055941,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","GLENWOOD ELEMENTARY",71,68,2015
6055966,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","LADERA ELEMENTARY",45,43,2015
6115760,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","LANG RANCH",99,93,2015
6055875,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","MADRONA ELEMENTARY",81,76,2015
6055909,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","MAPLE ELEMENTARY",45,42,2015
6118582,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","SYCAMORE CANYON",96,95,2015
6055917,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","WALNUT ELEMENTARY",84,72,2015
6056022,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","WEATHERSFIELD ELEMENTARY",71,67,2015
6071286,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","WESTLAKE ELEMENTARY",103,96,2015
6093181,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","WESTLAKE HILLS ELEMENTARY",70,65,2015
6084933,"VENTURA","PUBLIC","CONEJO VALLEY UNIFIED","WILDWOOD ELEMENTARY",59,53,2015
109520,"VENTURA","PUBLIC","FILLMORE UNIFIED","MOUNTAIN VISTA",107,106,2015
6054985,"VENTURA","PUBLIC","FILLMORE UNIFIED","PIRU ELEMENTARY",64,64,2015
6055008,"VENTURA","PUBLIC","FILLMORE UNIFIED","RIO VISTA ELEMENTARY",85,85,2015
6054993,"VENTURA","PUBLIC","FILLMORE UNIFIED","SAN CAYETANO ELEMENTARY",83,80,2015
6055016,"VENTURA","PUBLIC","HUENEME ELEMENTARY","ANSGAR LARSEN ELEMENTARY",149,147,2015
6055024,"VENTURA","PUBLIC","HUENEME ELEMENTARY","ART HAYCOX ELEMENTARY",214,214,2015
6055057,"VENTURA","PUBLIC","HUENEME ELEMENTARY","FRED L. WILLIAMS ELEMENTARY",140,137,2015
6055065,"VENTURA","PUBLIC","HUENEME ELEMENTARY","HOLLYWOOD BEACH ELEMENTARY",43,39,2015
6055073,"VENTURA","PUBLIC","HUENEME ELEMENTARY","HUENEME ELEMENTARY",59,55,2015
6055081,"VENTURA","PUBLIC","HUENEME ELEMENTARY","JULIEN HATHAWAY ELEMENTARY",99,97,2015
