district,sch_code,county,pub_priv,school,enrollment,complete,start_year
LODI UNIFIED,0100560,SAN JOAQUIN,PUBLIC,LOIS E. BORCHARDT ELEMENTARY,136,136,2015
LODI UNIFIED,0108217,SAN JOAQUIN,PUBLIC,MANLIO SILVA ELEMENTARY,121,120,2015
LODI UNIFIED,6100341,SAN JOAQUIN,PUBLIC,OAKWOOD ELEMENTARY,60,58,2015
LODI UNIFIED,6100366,SAN JOAQUIN,PUBLIC,PARKLANE ELEMENTARY,75,74,2015
LODI UNIFIED,0116608,SAN JOAQUIN,PUBLIC,PODESTA RANCH ELEMENTARY,121,117,2015
LODI UNIFIED,0122580,SAN JOAQUIN,PUBLIC,RIO VALLEY CHARTER,12,5,2015
LODI UNIFIED,6110944,SAN JOAQUIN,PUBLIC,SUTHERLAND ELEMENTARY,53,52,2015
LODI UNIFIED,6098057,SAN JOAQUIN,PUBLIC,VICTOR ELEMENTARY,21,21,2015
LODI UNIFIED,6042295,SAN JOAQUIN,PUBLIC,VINEWOOD ELEMENTARY,72,69,2015
LODI UNIFIED,6108807,SAN JOAQUIN,PUBLIC,WAGNER-HOLT ELEMENTARY,70,66,2015
LODI UNIFIED,6109839,SAN JOAQUIN,PUBLIC,WESTWOOD ELEMENTARY,67,65,2015
LODI UNIFIED,0111419,SAN JOAQUIN,PUBLIC,WOODBRIDGE,48,47,2015
MANTECA UNIFIED,6110555,SAN JOAQUIN,PUBLIC,AUGUST KNODT ELEMENTARY,88,87,2015
MANTECA UNIFIED,6108237,SAN JOAQUIN,PUBLIC,BROCK ELLIOTT ELEMENTARY,73,73,2015
MANTECA UNIFIED,6042311,SAN JOAQUIN,PUBLIC,FRENCH CAMP ELEMENTARY,72,72,2015
MANTECA UNIFIED,6107429,SAN JOAQUIN,PUBLIC,GEORGE MCPARLAND ELEMENTARY,115,115,2015
MANTECA UNIFIED,6120505,SAN JOAQUIN,PUBLIC,GEORGE Y. KOMURE ELEMENTARY,96,96,2015
MANTECA UNIFIED,6042329,SAN JOAQUIN,PUBLIC,GOLDEN WEST ELEMENTARY,57,57,2015
MANTECA UNIFIED,6115414,SAN JOAQUIN,PUBLIC,GREAT VALLEY ELEMENTARY,104,104,2015
MANTECA UNIFIED,6118509,SAN JOAQUIN,PUBLIC,"JOSEPH WIDMER, JR., ELEMENTARY",82,82,2015
MANTECA UNIFIED,6112197,SAN JOAQUIN,PUBLIC,JOSHUA COWELL ELEMENTARY,67,66,2015
MANTECA UNIFIED,6042337,SAN JOAQUIN,PUBLIC,LATHROP ELEMENTARY,86,85,2015
MANTECA UNIFIED,6042345,SAN JOAQUIN,PUBLIC,LINCOLN ELEMENTARY,58,57,2015
MANTECA UNIFIED,0113357,SAN JOAQUIN,PUBLIC,MOSSDALE ELEMENTARY,138,137,2015
MANTECA UNIFIED,6104533,SAN JOAQUIN,PUBLIC,NEIL HAFLEY ELEMENTARY,87,87,2015
MANTECA UNIFIED,6042360,SAN JOAQUIN,PUBLIC,NEW HAVEN ELEMENTARY,31,31,2015
MANTECA UNIFIED,6042378,SAN JOAQUIN,PUBLIC,NILE GARDEN ELEMENTARY,47,47,2015
MANTECA UNIFIED,6042386,SAN JOAQUIN,PUBLIC,SEQUOIA ELEMENTARY,69,69,2015
MANTECA UNIFIED,6042394,SAN JOAQUIN,PUBLIC,SHASTA ELEMENTARY,91,91,2015
MANTECA UNIFIED,6109532,SAN JOAQUIN,PUBLIC,STELLA BROCKMAN ELEMENTARY,74,74,2015
MANTECA UNIFIED,0108613,SAN JOAQUIN,PUBLIC,VERITAS ELEMENTARY,87,83,2015
MANTECA UNIFIED,0105973,SAN JOAQUIN,PUBLIC,WALTER WOODWARD ELEMENTARY,69,67,2015
NEW HOPE ELEMENTARY,6042428,SAN JOAQUIN,PUBLIC,NEW HOPE ELEMENTARY,20,20,2015
NEW JERUSALEM ELEMENTARY,0128553,SAN JOAQUIN,PUBLIC,ACACIA ELEMENTARY CHARTER,124,112,2015
NEW JERUSALEM ELEMENTARY,0129890,SAN JOAQUIN,PUBLIC,ACADEMY OF ARTS AND SCIENCE SAN JOAQUIN,10,8,2015
NEW JERUSALEM ELEMENTARY,0127191,SAN JOAQUIN,PUBLIC,CALIFORNIA VIRTUAL ACADEMY SAN JOAQUIN,57,53,2015
NEW JERUSALEM ELEMENTARY,0132050,SAN JOAQUIN,PUBLIC,DELTA BRIDGES,31,30,2015
NEW JERUSALEM ELEMENTARY,6119309,SAN JOAQUIN,PUBLIC,DELTA CHARTER,26,21,2015
NEW JERUSALEM ELEMENTARY,0124768,SAN JOAQUIN,PUBLIC,GREAT VALLEY ACADEMY - MANTECA,92,83,2015
NEW JERUSALEM ELEMENTARY,6042436,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,28,28,2015
NEW JERUSALEM ELEMENTARY,0129916,SAN JOAQUIN,PUBLIC,VALLEY VIEW CHARTER PREP,24,11,2015
OAK VIEW UNION ELEMENTARY,6042444,SAN JOAQUIN,PUBLIC,OAK VIEW ELEMENTARY,50,49,2015
RIPON UNIFIED,0125849,SAN JOAQUIN,PUBLIC,CALIFORNIA CONNECTIONS ACADEMY RIPON,28,22,2015
RIPON UNIFIED,6109284,SAN JOAQUIN,PUBLIC,COLONY OAK ELEMENTARY,45,41,2015
RIPON UNIFIED,0108035,SAN JOAQUIN,PUBLIC,PARK VIEW ELEMENTARY,43,40,2015
RIPON UNIFIED,6042477,SAN JOAQUIN,PUBLIC,RIPON ELEMENTARY,67,64,2015
RIPON UNIFIED,6042485,SAN JOAQUIN,PUBLIC,RIPONA ELEMENTARY,43,39,2015
RIPON UNIFIED,6106322,SAN JOAQUIN,PUBLIC,WESTON ELEMENTARY,45,45,2015
SAN JOAQUIN COUNTY OFFICE OF EDUCATION,6069215,SAN JOAQUIN,PUBLIC,SAN JOAQUIN COUNTY SPECIAL EDUCATION,44,43,2015
SAN JOAQUIN COUNTY OFFICE OF EDUCATION,3930476,SAN JOAQUIN,PUBLIC,VENTURE ACADEMY,45,44,2015
STOCKTON UNIFIED,6042501,SAN JOAQUIN,PUBLIC,ADAMS ELEMENTARY,72,71,2015
STOCKTON UNIFIED,0111369,SAN JOAQUIN,PUBLIC,ALEXANDER HAMILTON ELEMENTARY,99,90,2015
STOCKTON UNIFIED,0121541,SAN JOAQUIN,PUBLIC,ASPIRE APEX ACADEMY,48,47,2015
STOCKTON UNIFIED,0114876,SAN JOAQUIN,PUBLIC,ASPIRE PORT CITY ACADEMY,69,69,2015
STOCKTON UNIFIED,0108647,SAN JOAQUIN,PUBLIC,ASPIRE ROSA PARKS ACADEMY,66,64,2015
STOCKTON UNIFIED,6042519,SAN JOAQUIN,PUBLIC,AUGUST ELEMENTARY,117,111,2015
STOCKTON UNIFIED,6042535,SAN JOAQUIN,PUBLIC,CLEVELAND ELEMENTARY,96,94,2015
STOCKTON UNIFIED,6098651,SAN JOAQUIN,PUBLIC,COMMODORE STOCKTON SKILLS,141,139,2015
STOCKTON UNIFIED,6118871,SAN JOAQUIN,PUBLIC,DOLORES HUERTA ELEMENTARY,48,48,2015
STOCKTON UNIFIED,0117853,SAN JOAQUIN,PUBLIC,DR. LEWIS DOLPHIN STALLWORTH SR. CHARTER,50,0,2015
STOCKTON UNIFIED,6042543,SAN JOAQUIN,PUBLIC,EL DORADO ELEMENTARY,92,88,2015
STOCKTON UNIFIED,6042550,SAN JOAQUIN,PUBLIC,ELMWOOD ELEMENTARY,83,82,2015
STOCKTON UNIFIED,6042576,SAN JOAQUIN,PUBLIC,FILLMORE ELEMENTARY,86,85,2015
STOCKTON UNIFIED,0100206,SAN JOAQUIN,PUBLIC,GEORGE W. BUSH ELEMENTARY,94,90,2015
STOCKTON UNIFIED,6104665,SAN JOAQUIN,PUBLIC,GEORGE WASHINGTON ELEMENTARY,24,24,2015
STOCKTON UNIFIED,6042600,SAN JOAQUIN,PUBLIC,GRUNSKY ELEMENTARY,62,59,2015
STOCKTON UNIFIED,6042618,SAN JOAQUIN,PUBLIC,HARRISON ELEMENTARY,95,92,2015
STOCKTON UNIFIED,6042626,SAN JOAQUIN,PUBLIC,HAZELTON ELEMENTARY,70,67,2015
STOCKTON UNIFIED,6042634,SAN JOAQUIN,PUBLIC,HOOVER ELEMENTARY,121,118,2015
STOCKTON UNIFIED,0111351,SAN JOAQUIN,PUBLIC,JOHN C. FREMONT ELEMENTARY,110,106,2015
STOCKTON UNIFIED,0111310,SAN JOAQUIN,PUBLIC,JOHN MARSHALL ELEMENTARY,70,66,2015
STOCKTON UNIFIED,6042667,SAN JOAQUIN,PUBLIC,KENNEDY ELEMENTARY,94,92,2015
STOCKTON UNIFIED,6042568,SAN JOAQUIN,PUBLIC,KING ELEMENTARY,139,139,2015
STOCKTON UNIFIED,6098677,SAN JOAQUIN,PUBLIC,KOHL OPEN ELEMENTARY,25,24,2015
STOCKTON UNIFIED,6042683,SAN JOAQUIN,PUBLIC,MADISON ELEMENTARY,74,74,2015
STOCKTON UNIFIED,0111328,SAN JOAQUIN,PUBLIC,MAXINE HONG KINGSTON ELEMENTARY,106,103,2015
STOCKTON UNIFIED,6042691,SAN JOAQUIN,PUBLIC,MCKINLEY ELEMENTARY,95,92,2015
STOCKTON UNIFIED,6042709,SAN JOAQUIN,PUBLIC,MONROE ELEMENTARY,72,71,2015
STOCKTON UNIFIED,6042717,SAN JOAQUIN,PUBLIC,MONTEZUMA ELEMENTARY,99,94,2015
STOCKTON UNIFIED,6042725,SAN JOAQUIN,PUBLIC,NIGHTINGALE CHARTER,47,46,2015
STOCKTON UNIFIED,0111336,SAN JOAQUIN,PUBLIC,PITTMAN CHARTER,94,92,2015
STOCKTON UNIFIED,0121798,SAN JOAQUIN,PUBLIC,PRIMARY YEARS ACADEMY,49,49,2015
STOCKTON UNIFIED,6042741,SAN JOAQUIN,PUBLIC,PULLIAM ELEMENTARY,130,125,2015
STOCKTON UNIFIED,6115422,SAN JOAQUIN,PUBLIC,RIO CALAVERAS ELEMENTARY,120,119,2015
STOCKTON UNIFIED,6042758,SAN JOAQUIN,PUBLIC,ROOSEVELT ELEMENTARY,34,33,2015
STOCKTON UNIFIED,6116115,SAN JOAQUIN,PUBLIC,SAN JOAQUIN ELEMENTARY,95,94,2015
STOCKTON UNIFIED,0118752,SAN JOAQUIN,PUBLIC,SPANOS -ALEX G.- ELEMENTARY,72,71,2015
STOCKTON UNIFIED,0120725,SAN JOAQUIN,PUBLIC,STOCKTON COLLEGIATE INTERNATIONAL ELEMENTARY,66,65,2015
STOCKTON UNIFIED,6042766,SAN JOAQUIN,PUBLIC,TAFT ELEMENTARY,95,91,2015
STOCKTON UNIFIED,6042774,SAN JOAQUIN,PUBLIC,TAYLOR LEADERSHIP ACADEMY,82,76,2015
STOCKTON UNIFIED,0124958,SAN JOAQUIN,PUBLIC,TEAM CHARTER,132,113,2015
STOCKTON UNIFIED,6042782,SAN JOAQUIN,PUBLIC,TYLER SKILLS ELEMENTARY,48,47,2015
STOCKTON UNIFIED,0115303,SAN JOAQUIN,PUBLIC,VALENTINE PEYTON ELEMENTARY,138,131,2015
STOCKTON UNIFIED,6042790,SAN JOAQUIN,PUBLIC,VAN BUREN ELEMENTARY,82,78,2015
STOCKTON UNIFIED,6042808,SAN JOAQUIN,PUBLIC,VICTORY ELEMENTARY,48,46,2015
STOCKTON UNIFIED,0111344,SAN JOAQUIN,PUBLIC,WILHELMINA HENRY ELEMENTARY,96,96,2015
STOCKTON UNIFIED,6042824,SAN JOAQUIN,PUBLIC,WILSON ELEMENTARY,72,65,2015
TRACY JOINT UNIFIED,6118699,SAN JOAQUIN,PUBLIC,ART FREILER,78,76,2015
TRACY JOINT UNIFIED,6042832,SAN JOAQUIN,PUBLIC,CENTRAL ELEMENTARY,70,67,2015
TRACY JOINT UNIFIED,0108357,SAN JOAQUIN,PUBLIC,GEORGE KELLY ELEMENTARY,108,106,2015
TRACY JOINT UNIFIED,6108997,SAN JOAQUIN,PUBLIC,GLADYS POET-CHRISTIAN ELEMENTARY,54,52,2015
TRACY JOINT UNIFIED,6110530,SAN JOAQUIN,PUBLIC,LOUIS A. BOHN ELEMENTARY,69,62,2015
TRACY JOINT UNIFIED,6106488,SAN JOAQUIN,PUBLIC,LOUIS J. VILLALOVOZ ELEMENTARY,77,76,2015
TRACY JOINT UNIFIED,6042857,SAN JOAQUIN,PUBLIC,MCKINLEY ELEMENTARY,62,59,2015
TRACY JOINT UNIFIED,6107973,SAN JOAQUIN,PUBLIC,MELVILLE S. JACOBSON ELEMENTARY,100,92,2015
TRACY JOINT UNIFIED,6042865,SAN JOAQUIN,PUBLIC,NORTH ELEMENTARY,83,81,2015
TRACY JOINT UNIFIED,0102384,SAN JOAQUIN,PUBLIC,PRIMARY CHARTER,66,61,2015
TRACY JOINT UNIFIED,6042881,SAN JOAQUIN,PUBLIC,SOUTH WEST PARK ELEMENTARY,150,148,2015
TRACY JOINT UNIFIED,6114490,SAN JOAQUIN,PUBLIC,WANDA HIRSCH ELEMENTARY,94,93,2015
,6200026,SAN JOAQUIN,PRIVATE,BELLA VISTA CHRISTIAN ACADEMY,21,20,2015
,7002272,SAN JOAQUIN,PRIVATE,BROOKSIDE CHRISTIAN ELEMENTARY,32,29,2015
,6980908,SAN JOAQUIN,PRIVATE,CATHEDRAL OF THE ANNUNCIATION SCHOOL,31,31,2015
,6137293,SAN JOAQUIN,PRIVATE,CORNERSTONE CHRISTIAN SCHOOL,15,15,2015
,6133797,SAN JOAQUIN,PRIVATE,FIRST BAPTIST CHRISTIAN SCHOOLS,26,25,2015
,7084809,SAN JOAQUIN,PRIVATE,LIFE TRAINING ACADEMY,14,13,2015
,6137467,SAN JOAQUIN,PRIVATE,LODI CHRISTIAN SCHOOL,25,24,2015
,6978282,SAN JOAQUIN,PRIVATE,LODI SEVENTH-DAY ADVENTIST ELEMENTARY,15,13,2015
,6202550,SAN JOAQUIN,PRIVATE,MERRYHILL ELEMENTARY SCHOOL,30,19,2015
,7104292,SAN JOAQUIN,PRIVATE,MONTESSORI ELEMENTARY SCHOOL OF TRACY,35,35,2015
,6978290,SAN JOAQUIN,PRIVATE,PRESENTATION PARISH SCHOOL,32,32,2015
,6939869,SAN JOAQUIN,PRIVATE,RIPON CHRISTIAN,59,57,2015
,6978308,SAN JOAQUIN,PRIVATE,ST. ANNE ELEMENTARY,18,18,2015
,6978316,SAN JOAQUIN,PRIVATE,ST. ANTHONY OF PADUA,29,29,2015
,6978324,SAN JOAQUIN,PRIVATE,ST. BERNARD'S CATHOLIC ELEMENTARY,23,23,2015
,6978332,SAN JOAQUIN,PRIVATE,ST. GEORGE PARISH SCHOOL,10,10,2015
,6978357,SAN JOAQUIN,PRIVATE,ST. LUKE SCHOOL,31,30,2015
,6978365,SAN JOAQUIN,PRIVATE,ST. PETER EVANGELICAL LUTHERAN,19,18,2015
,7097686,SAN JOAQUIN,PRIVATE,STOCKTON ACCELERATED INSTITUTE OF LEARNING,10,10,2015
,7060478,SAN JOAQUIN,PRIVATE,STOCKTON BAPTIST SCHOOL,10,10,2015
,7094634,SAN JOAQUIN,PRIVATE,WEST VALLEY CHRISTIAN ACADEMY,22,22,2015
ATASCADERO UNIFIED,6042915,SAN LUIS OBISPO,PUBLIC,CRESTON ELEMENTARY,17,15,2015
ATASCADERO UNIFIED,6042949,SAN LUIS OBISPO,PUBLIC,MONTEREY ROAD ELEMENTARY,62,54,2015
ATASCADERO UNIFIED,6111058,SAN LUIS OBISPO,PUBLIC,SAN BENITO ELEMENTARY,108,99,2015
ATASCADERO UNIFIED,6107544,SAN LUIS OBISPO,PUBLIC,SAN GABRIEL ELEMENTARY,62,58,2015
ATASCADERO UNIFIED,6042956,SAN LUIS OBISPO,PUBLIC,SANTA MARGARITA ELEMENTARY,49,45,2015
ATASCADERO UNIFIED,6042964,SAN LUIS OBISPO,PUBLIC,SANTA ROSA ROAD ACADEMIC ACADEMY,75,69,2015
CAYUCOS ELEMENTARY,6042998,SAN LUIS OBISPO,PUBLIC,CAYUCOS ELEMENTARY,25,21,2015
COAST UNIFIED,6042972,SAN LUIS OBISPO,PUBLIC,CAMBRIA GRAMMAR,44,44,2015
LUCIA MAR UNIFIED,6043012,SAN LUIS OBISPO,PUBLIC,BRANCH ELEMENTARY,42,36,2015
LUCIA MAR UNIFIED,6043129,SAN LUIS OBISPO,PUBLIC,DANA ELEMENTARY,85,81,2015
LUCIA MAR UNIFIED,6043079,SAN LUIS OBISPO,PUBLIC,FAIRGROVE ELEMENTARY,86,80,2015
LUCIA MAR UNIFIED,6043038,SAN LUIS OBISPO,PUBLIC,GROVER BEACH ELEMENTARY,65,61,2015
LUCIA MAR UNIFIED,6043046,SAN LUIS OBISPO,PUBLIC,GROVER HEIGHTS ELEMENTARY,86,76,2015
LUCIA MAR UNIFIED,6043053,SAN LUIS OBISPO,PUBLIC,HARLOE ELEMENTARY,78,72,2015
LUCIA MAR UNIFIED,0110486,SAN LUIS OBISPO,PUBLIC,LANGE -DOROTHEA- ELEMENTARY,71,65,2015
LUCIA MAR UNIFIED,6043061,SAN LUIS OBISPO,PUBLIC,NIPOMO ELEMENTARY,58,56,2015
LUCIA MAR UNIFIED,6043087,SAN LUIS OBISPO,PUBLIC,OCEAN VIEW ELEMENTARY,81,77,2015
LUCIA MAR UNIFIED,6043095,SAN LUIS OBISPO,PUBLIC,OCEANO ELEMENTARY,102,85,2015
LUCIA MAR UNIFIED,6043111,SAN LUIS OBISPO,PUBLIC,SHELL BEACH ELEMENTARY,72,66,2015
PASO ROBLES JOINT UNIFIED,6043145,SAN LUIS OBISPO,PUBLIC,BAUER SPECK ELEMENTARY,102,95,2015
PASO ROBLES JOINT UNIFIED,6043137,SAN LUIS OBISPO,PUBLIC,GEORGIA BROWN ELEMENTARY,146,126,2015
PASO ROBLES JOINT UNIFIED,4030243,SAN LUIS OBISPO,PUBLIC,KERMIT KING ELEMENTARY,94,92,2015
PASO ROBLES JOINT UNIFIED,6109151,SAN LUIS OBISPO,PUBLIC,PAT BUTLER ELEMENTARY,87,79,2015
PASO ROBLES JOINT UNIFIED,6108377,SAN LUIS OBISPO,PUBLIC,VIRGINIA PETERSON ELEMENTARY,76,73,2015
PASO ROBLES JOINT UNIFIED,6043160,SAN LUIS OBISPO,PUBLIC,WINIFRED PIFER ELEMENTARY,99,96,2015
SAN LUIS COASTAL UNIFIED,6096325,SAN LUIS OBISPO,PUBLIC,BAYWOOD ELEMENTARY,61,59,2015
SAN LUIS COASTAL UNIFIED,6043194,SAN LUIS OBISPO,PUBLIC,BELLEVUE-SANTA FE CHARTER,23,22,2015
SAN LUIS COASTAL UNIFIED,6043277,SAN LUIS OBISPO,PUBLIC,BISHOP'S PEAK ELEMENTARY,92,73,2015
SAN LUIS COASTAL UNIFIED,6043210,SAN LUIS OBISPO,PUBLIC,DEL MAR ELEMENTARY,71,65,2015
SAN LUIS COASTAL UNIFIED,6043236,SAN LUIS OBISPO,PUBLIC,HAWTHORNE ELEMENTARY,62,44,2015
SAN LUIS COASTAL UNIFIED,6043244,SAN LUIS OBISPO,PUBLIC,LOS RANCHOS ELEMENTARY,95,94,2015
SAN LUIS COASTAL UNIFIED,6110621,SAN LUIS OBISPO,PUBLIC,MONARCH GROVE ELEMENTARY,76,57,2015
SAN LUIS COASTAL UNIFIED,6043269,SAN LUIS OBISPO,PUBLIC,PACHECO ELEMENTARY,91,82,2015
SAN LUIS COASTAL UNIFIED,6043285,SAN LUIS OBISPO,PUBLIC,SINSHEIMER ELEMENTARY,65,58,2015
SAN LUIS COASTAL UNIFIED,6043202,SAN LUIS OBISPO,PUBLIC,SMITH -C. L.- ELEMENTARY,84,68,2015
SAN MIGUEL JOINT UNION,0125807,SAN LUIS OBISPO,PUBLIC,ALMOND ACRES CHARTER ACADEMY,44,37,2015
SAN MIGUEL JOINT UNION,0108522,SAN LUIS OBISPO,PUBLIC,CAPPY CULVER ELEMENTARY,25,24,2015
SAN MIGUEL JOINT UNION,6043319,SAN LUIS OBISPO,PUBLIC,LILLIAN LARSEN ELEMENTARY,41,40,2015
SHANDON JOINT UNIFIED,6043343,SAN LUIS OBISPO,PUBLIC,SHANDON ELEMENTARY,27,25,2015
TEMPLETON UNIFIED,6043350,SAN LUIS OBISPO,PUBLIC,TEMPLETON ELEMENTARY,191,171,2015
,7040066,SAN LUIS OBISPO,PRIVATE,CHILDREN'S HOUSE MONTESSORI,14,12,2015
,6978423,SAN LUIS OBISPO,PRIVATE,COASTAL CHRISTIAN SCHOOL,19,12,2015
,6148332,SAN LUIS OBISPO,PRIVATE,EUCASIA SCHOOLS WORLDWIDE INC,,,2015
,7077746,SAN LUIS OBISPO,PRIVATE,HIGHLAND PREPARATORY SCHOOL,,,2015
,6978431,SAN LUIS OBISPO,PRIVATE,OLD MISSION SCHOOL,27,24,2015
,6978464,SAN LUIS OBISPO,PRIVATE,SAINT ROSE CATHOLIC SCHOOL,14,11,2015
,7070428,SAN LUIS OBISPO,PRIVATE,SAN LUIS OBISPO CHRISTIAN SCHOOL,,,2015
,6131916,SAN LUIS OBISPO,PRIVATE,SAN LUIS OBISPO CLASSICAL ACADEMY,29,21,2015
,6978456,SAN LUIS OBISPO,PRIVATE,ST. PATRICK PAROCHIAL ELEMENTARY,24,21,2015
,6978472,SAN LUIS OBISPO,PRIVATE,TRINITY LUTHERAN SCHOOL,25,23,2015
BAYSHORE ELEMENTARY,6043392,SAN MATEO,PUBLIC,BAYSHORE ELEMENTARY,51,48,2015
BELMONT-REDWOOD SHORES ELEMENTARY,6043434,SAN MATEO,PUBLIC,CENTRAL ELEMENTARY,75,69,2015
BELMONT-REDWOOD SHORES ELEMENTARY,6043442,SAN MATEO,PUBLIC,CIPRIANI ELEMENTARY,72,68,2015
BELMONT-REDWOOD SHORES ELEMENTARY,6043459,SAN MATEO,PUBLIC,FOX ELEMENTARY,73,68,2015
BELMONT-REDWOOD SHORES ELEMENTARY,6043475,SAN MATEO,PUBLIC,NESBIT ELEMENTARY,173,166,2015
BELMONT-REDWOOD SHORES ELEMENTARY,0121111,SAN MATEO,PUBLIC,REDWOOD SHORES ELEMENTARY,98,96,2015
BELMONT-REDWOOD SHORES ELEMENTARY,6114771,SAN MATEO,PUBLIC,SANDPIPER ELEMENTARY,75,72,2015
BRISBANE ELEMENTARY,6043491,SAN MATEO,PUBLIC,BRISBANE ELEMENTARY,34,34,2015
BRISBANE ELEMENTARY,6043517,SAN MATEO,PUBLIC,PANORAMA ELEMENTARY,24,23,2015
BURLINGAME ELEMENTARY,6043541,SAN MATEO,PUBLIC,FRANKLIN ELEMENTARY,92,81,2015
BURLINGAME ELEMENTARY,6043566,SAN MATEO,PUBLIC,LINCOLN ELEMENTARY,72,66,2015
BURLINGAME ELEMENTARY,6043574,SAN MATEO,PUBLIC,MCKINLEY ELEMENTARY,124,120,2015
BURLINGAME ELEMENTARY,6043590,SAN MATEO,PUBLIC,ROOSEVELT ELEMENTARY,56,55,2015
BURLINGAME ELEMENTARY,6043608,SAN MATEO,PUBLIC,WASHINGTON ELEMENTARY,77,74,2015
CABRILLO UNIFIED,6043616,SAN MATEO,PUBLIC,ALVIN S. HATCH ELEMENTARY,104,102,2015
CABRILLO UNIFIED,6043624,SAN MATEO,PUBLIC,EL GRANADA ELEMENTARY,60,46,2015
CABRILLO UNIFIED,6043632,SAN MATEO,PUBLIC,FARALLONE VIEW ELEMENTARY,60,53,2015
CABRILLO UNIFIED,6043657,SAN MATEO,PUBLIC,KINGS MOUNTAIN ELEMENTARY,14,13,2015
HILLSBOROUGH CITY ELEMENTARY,6043673,SAN MATEO,PUBLIC,NORTH HILLSBOROUGH,55,51,2015
HILLSBOROUGH CITY ELEMENTARY,6043681,SAN MATEO,PUBLIC,SOUTH HILLSBOROUGH,34,34,2015
HILLSBOROUGH CITY ELEMENTARY,6043699,SAN MATEO,PUBLIC,WEST HILLSBOROUGH,57,57,2015
JEFFERSON ELEMENTARY,0112284,SAN MATEO,PUBLIC,CALIFORNIA VIRTUAL ACADEMY SAN MATEO,23,19,2015
JEFFERSON ELEMENTARY,6043772,SAN MATEO,PUBLIC,DANIEL WEBSTER ELEMENTARY,95,95,2015
JEFFERSON ELEMENTARY,6043798,SAN MATEO,PUBLIC,FRANKLIN DELANO ROOSEVELT ELEMENTARY,48,48,2015
JEFFERSON ELEMENTARY,6043806,SAN MATEO,PUBLIC,GARDEN VILLAGE ELEMENTARY,69,64,2015
JEFFERSON ELEMENTARY,6043822,SAN MATEO,PUBLIC,GEORGE WASHINGTON ELEMENTARY,75,40,2015
JEFFERSON ELEMENTARY,6043848,SAN MATEO,PUBLIC,JOHN F. KENNEDY ELEMENTARY,82,69,2015
JEFFERSON ELEMENTARY,6043855,SAN MATEO,PUBLIC,MARGARET PAULINE BROWN ELEMENTARY,65,58,2015
JEFFERSON ELEMENTARY,6043897,SAN MATEO,PUBLIC,MARJORIE H. TOBIAS ELEMENTARY,65,58,2015
JEFFERSON ELEMENTARY,6115364,SAN MATEO,PUBLIC,SUSAN B. ANTHONY ELEMENTARY,96,89,2015
JEFFERSON ELEMENTARY,6043871,SAN MATEO,PUBLIC,THOMAS EDISON ELEMENTARY,67,61,2015
JEFFERSON ELEMENTARY,6043905,SAN MATEO,PUBLIC,WESTLAKE ELEMENTARY,68,66,2015
JEFFERSON ELEMENTARY,6043913,SAN MATEO,PUBLIC,WOODROW WILSON ELEMENTARY,73,72,2015
LA HONDA-PESCADERO UNIFIED,6044077,SAN MATEO,PUBLIC,LA HONDA ELEMENTARY,13,11,2015
LA HONDA-PESCADERO UNIFIED,6044085,SAN MATEO,PUBLIC,PESCADERO ELEMENTARY AND MIDDLE,16,14,2015
LAS LOMITAS ELEMENTARY,6044127,SAN MATEO,PUBLIC,LAS LOMITAS ELEMENTARY,141,134,2015
MENLO PARK CITY ELEMENTARY,6044135,SAN MATEO,PUBLIC,ENCINAL ELEMENTARY,130,123,2015
MENLO PARK CITY ELEMENTARY,6044168,SAN MATEO,PUBLIC,LAUREL ELEMENTARY,111,107,2015
MENLO PARK CITY ELEMENTARY,6044176,SAN MATEO,PUBLIC,OAK KNOLL ELEMENTARY,105,98,2015
MILLBRAE ELEMENTARY,6044200,SAN MATEO,PUBLIC,GREEN HILLS ELEMENTARY,58,54,2015
MILLBRAE ELEMENTARY,6044226,SAN MATEO,PUBLIC,LOMITA PARK ELEMENTARY,48,45,2015
MILLBRAE ELEMENTARY,6044234,SAN MATEO,PUBLIC,MEADOWS ELEMENTARY,62,55,2015
MILLBRAE ELEMENTARY,6044259,SAN MATEO,PUBLIC,SPRING VALLEY ELEMENTARY,72,69,2015
PACIFICA,6043939,SAN MATEO,PUBLIC,CABRILLO ELEMENTARY,64,59,2015
PACIFICA,6044044,SAN MATEO,PUBLIC,OCEAN SHORE ELEMENTARY,48,42,2015
PACIFICA,0105874,SAN MATEO,PUBLIC,ORTEGA ELEMENTARY,118,110,2015
PACIFICA,6044069,SAN MATEO,PUBLIC,SUNSET RIDGE ELEMENTARY,146,132,2015
PACIFICA,6044051,SAN MATEO,PUBLIC,VALLEMAR ELEMENTARY,60,57,2015
PORTOLA VALLEY ELEMENTARY,6044283,SAN MATEO,PUBLIC,ORMONDALE ELEMENTARY,72,72,2015
RAVENSWOOD CITY ELEMENTARY,6114953,SAN MATEO,PUBLIC,ASPIRE EAST PALO ALTO CHARTER,72,72,2015
RAVENSWOOD CITY ELEMENTARY,6044309,SAN MATEO,PUBLIC,BELLE HAVEN ELEMENTARY,93,93,2015
RAVENSWOOD CITY ELEMENTARY,6044333,SAN MATEO,PUBLIC,BRENTWOOD ACADEMY,92,90,2015
RAVENSWOOD CITY ELEMENTARY,6044325,SAN MATEO,PUBLIC,COSTANO ELEMENTARY,72,72,2015
